name,address,latitude,longitude
KSIĄŻKI W GŁOWACH Katarzyna Szymajda,Prometeusza 3,52.248754399999996,20.90956061934429
JARZYNKA  - JOANNA ZAWADZKA wspólnik spółki cywilnej,Grochowska 289,52.24597565,21.068927191484555
MAŁGORZATA NIEDŹWIECKA-MAŁECKA,al. Aleja Wojska Polskiego 2,52.264777050000006,20.99449596593258
JOLANTA ŁUCZAK,Szeligowska 26A,52.22598705,20.891473084468018
Sławomir Madej,ul. Grzybowska 16/22/1111,52.2368144,20.9994462
DAGAZ Grzegorz Kowalczyk,ul. Pańska 65/130,52.2312121,20.9923129
DANIEL CHACHASHVILI S.L.R&D.C.&#13;&#10;IMPORT-EXPORT,Trakt Lubelski 50A,52.17908045,21.150993167688142
Matprogram Piotr Sadowski,al. Aleja Stanów Zjednoczonych 32/350,52.2328158,21.076420568525176
"MARTA SZYL I nazwa ""MATUSIA""; II nazwa ""INTERNETOWA KSIĘGARNIA INWESTYCYJNA""",al. Dzieci Polskich 10,52.206842249999994,21.187680582921388
Marcin KUBICKI ALMAR WOOD & HOUSE S.C.,Wólczyńska 13,52.277957549999996,20.936691761333407
"HALINA GRUBSKA PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE ""HAMAR""",Al. Solidarności 95/99,52.24290155,20.99750272623465
OREKO MAREK KUNA,Stanisława Augusta 75/44,52.2446361,21.0640937
KIERUNEK ZDROWIE KATARZYNA HOROSZ-PIOTROWSKA ,BITWY WARSZAWSKIEJ 1920 R. 10/127,52.2126221,20.9731209
Tadeusz Jaworski OŚRODEK SZKOLENIA AUTO-TOP BIS,Odlewnicza 7,52.30587065,21.016644436138098
FPHU MW NIERUCHOMOŚCI MAŁGORZATA WIERZBICKA,al. Generała Antoniego Chruściela (Montera) 71A,52.26358145,21.16740489662162
HENRYK KLIMKIEWICZ TOR CONSULTING,Brzeziny 47,52.33137985,21.046414302922688
Top Quality Grzegorz Czajkowski,Kruszwicka 11,52.18093985,21.18148271329308
MICHAŁ KRAWCZYK,Trzcinowa 27,52.2120008,20.9174365
GASTROPLANETA Karina Kuć,Trakt Brzeski 58,52.222877100000005,21.2324257
INDYWIDUALNA SPECJALISTYCZNA PRAKTYKA LEKARSKA JAROSŁAW POLESZCZUK,Przyrodnicza 20,52.327564699999996,21.053492168589116
ZuZuLand Joanna Popławska,JULIANA URSYNA NIEMCEWICZA 20,52.24644015,21.213022672010453
WOJCIECH STAŃCZUK ZAKŁAD INSTALACJI SANITARNYCH I ELEKTROMECHANIKI,Kanonierska 24,52.268355850000006,21.160769296874996
"""LAMA""-MARCIN J.STRUZIK",Niska 5,52.251520049999996,20.989575981507272
BETFLIX Łukasz Kurek,GRZYBOWSKA 80/82/700,52.2337655,20.982923
"SKLEP SPOŻYWCZO-PRZEMYSŁOWY ""KLEMENTYNKA"" WIOLETTA HAFTOWSKA",al. Aleja Władysława Reymonta 10C,52.2730263,20.935711180555554
Lech Majewski STUDIO,Ciechocińska 8B,52.17933345,21.0684262150112
ŻURAWSKI ANDRZEJ LMC,Chudoby 65F,52.33741285,21.06467431369458
BAJER TOMASZ MAJER,Przylaszczkowa 12b,52.153950550000005,21.190284276764125
PETER WITKOWSKI PACK-TREND,Juranda ze Spychowa 44A,52.31717725,21.0444363258474
ELŻBIETA PYRŻA PRAKTYKA LEKARSKA STOMATOLOGICZNA,ul. Szczęśliwicka 54/608,52.2096896,20.9647641
Exproc Robert Bonat,Trakt Lubelski 275P,52.213320800000005,21.13026620869038
MMGROUP MACIEJ MIECH,ul. al. Solidarności 68/121,52.2425578,20.9936557
Maciej Postolski PRAKTYKA LEKARSKA,Storczykowa 36A,52.231073949999995,21.155034101122908
KLM  MARCIN BOGUT,Trakt Lubelski 254,52.2038473,21.13450621154721
PHARMACON NICOLAS OBEID,Mirska 3,52.245398,21.130733138938176
ZBIGNIEW PEŁDA USŁUGI GEODEZYJNE,LWA 21,52.2887588,21.058023382589276
PPHUIW TEMPO Krzysztof Mildner,Marysińska 28B,52.2228614,21.155466905822784
"Katarzyna Wyszyńska ""F.U. VEGA OUTSOURCING SERVICE"" WYSZYŃSKA KATARZYNA",Macedońska 13,52.1747759,21.04771716155029
DARKPOL - Dariusz Tarasiewicz,ul. Towarowa 35/112,52.2344247,20.981028
SASMA EUROPE Sebastian Błażkiewicz,Witkiewicza 14,52.280156500000004,21.014104266979786
TRANSMIK Artur Mikołajczuk,Koronacyjna 27,52.200883149999996,20.861208456570214
VERBUM AGNIESZKA JUZWA-OGIŃSKA,BOCZAŃSKA 10A,52.34526365,20.97220400571065
RIEN KSAWERY MOŚCICKI,KAJKI 106A,52.224429650000005,21.162932853551915
"EURUS CAPITAL, YVES MOUSSON-LESTANG",Filtrowa 50,52.21904775,21.00021854502959
EXEL-TERM MAREK BIELIŃSKI,Minerska 53,52.23169145,21.13504734377359
"Grzegorz Białkowski BUFET STUDENCKI ""KACPEREK""",Grochowska 284,52.2465981,21.066975388978356
WŁADYSŁAW WĄSOWICZ METAL - ART,Mirska 5,52.245484649999995,21.131305609328844
pawlowicz.net Pawłowicz Roman,Dworcowa 10,52.2049885,21.171240502753623
SOFTPROPERTY JACEK PŁYWACZ,ZBYSZKA Z BOGDAŃCA 10C,52.3093351,21.037055227885872
"1.Wiesław Dębowski ,,SPEC- Gips,,Usługi ogólno-budowalne """,Sztabowa 12,52.2423633,21.118585426615553
"KAZIMIERZ PILIPCZUK ""MOBILEK""",STAROZACISZAŃSKA 8B,52.2824392,21.068144146291353
ROBERT WOJTKOWSKI USŁUGI INFORMATYCZNE,UGOREK 9,52.343697399999996,20.945979251928005
Marek Silewicz,Dzięcioła 9B,52.16774575,21.161524232891246
NOWAKOWSKI KONRAD SZKOLENIA I DORADZTWO,POWSTAŃCÓW ŚLĄSKICH 89C/122,52.243723,20.909753622621356
Brightna Aleksandra Kneustlier-Hanusz,Wszemirowska 34,52.2063224,20.89548981968568
Piemonte PR Maria Podgórska,Osiedle Przyjaźń 117,52.2360707,20.916394398987734
"Sebastian Rakowski ""Raczek""",WOJCIECHA KORFANTEGO 16,52.26236835,20.91455812018394
ARTUR HYPŚ MARKET,Cieslewskich 25b,52.3300454,21.026348544806297
Krzysztof Roland Bobkiewicz DORADCY FINANSOWI I TURYSTYCZNI,Kuligowska 21B,52.1847458,21.135718701214806
TOMASZ BUDZIK SYSTEM 10 000,Ludwinowska 51B,52.1336484,21.006519455523787
ADAM ŁAWNIK,Drzeworytników 91,52.22645435,20.90610740044872
KANCELARIA RADCY PRAWNEGO KRYSTYNA SZCZEPANOWSKA-KOZŁOWSKA,Goraszewska 10B,52.1886961,21.068259086779264
AAB STUDIO AGNIESZKA ALEKSIEJUK FIRMA HANDLOWO- USŁUGOWA - Nazwa skrócona: AAB STUDIO,Malinowskiego 5,52.151256700000005,21.037547329016142
Bartłomiej Choroś,Broniewskiego 95/240,52.27173725,20.940944234501895
"""ROKER S.C"" MARIOLA WOJCIECHOWSKA  wspólnik spółki cywilnej",Znanieckiego 9,52.22586795,21.105200286844244
Katarzyna Michalska KM - INVEST,Królewicza Jakuba 38A,52.173367999999996,21.075580723140497
Nautix.pl Olga Jelonek,Borowiecka 59,52.18167645,21.15778392754926
Tomasz RYNKIEWICZ CELTIS Tomasz Rynkiewicz,Św. Wincentego 112/250,52.28982465,21.052458871275018
Przemysław Badowski BADY-CARS,Korzenna 17A,52.1933291,21.092130896724427
DARIUSZ DĘBKOWSKI D.D. ServiceS,KSIĘCIA ZIEMOWITA 55/57,52.2697466,21.0764592
EWA KOLMUS FIRMA,Grochowska 16,52.237403549999996,21.12087101001323
Aldona Raziuk WIRTUS  PLUS  ALDONA  RAZIUK,Fabryczna 8A,52.219648899999996,21.230036487366938
TWÓRZ JUŻ MARIKA STARZEŃSKA,ul. Radosna 11,52.17347205,21.067905931389063
JACEK WACHOWICZ J.W. REM-BUD,Pińska 29,52.273333550000004,21.03789590721421
Barbara Wiszniewska,ODOLAŃSKA 28,52.20085625,21.016294174620835
Concept4 Anna Korwin-Mikke,Junaków 8a,52.1846593,21.17876813685253
AJL MOTO Wiesław Bernat,Cienista 59,52.210884899999996,21.2383271642652
HENRYK SIKORSKI NAPRAWA SAMOCHODÓW JAPOŃSKICH,Rezedowa 22,52.23757055,21.13969618099833
GABINET STOMATOLOGICZNY AGNIESZKA FRELEK,IV Poprzeczna 11,52.22096065,21.158370990462146
"Grzegorz Buch ""GRZEGORZ BUCH""",Motylkowa 1f,52.19650335,21.15035808902224
Studio Urody Karolina Skiba,Olszynki Grochowskiej 2E,52.237851649999996,21.12073147283356
CCM Construction & Claims Management MICHAŁ LEMPKOWSKI,ul. Krochmalna 54/105,52.2362927,20.9899296
"""MAKRO S.C."" Robert Babarowski wspólnik spółki cywilnej",Kudowska 31A,52.16240655,21.22592555695461
Encore - Nadia Ostrowska,Sulmierzycka 6,52.19240745,20.971967450750093
Anita Budna Nieruchomości,KS. PIOTRA SKARGI 58a/123,52.27033755,21.046236310521778
"Ośko Andrzej wspólnik S.C. ""JOLANTA I ANDRZEJ OŚKO S.C.""",PAROWCOWA 37A,52.21263225,20.915144988427457
Hanna Wenda Real Estate,"al. gen. Antoniego Chruściela ""Montera"" 88A",52.263075099999995,21.167917013136655
"TeKa Tomasz Kownacki, wspólnik spółki cywilnej POLIOFFICE",Strumykowa 59a,52.333832599999994,20.942960752388437
U BRACII NORBERT STEFAŃSKI,Aleja Niepodległości 46/50/187,52.1900002,21.0176198
CANFAX MAREK KRYSZKIEWICZ,Sygietyńskiego 5,52.23980645,21.077919421734073
KJN SERVICES KAMIL NASIŁOWSKI,Jeziorowa 67/M,52.199059250000005,21.127434308145332
KONRAD ANTOSIK,Łochowska 1/29,52.25955545,21.05423933235788
BŁAŻEJ MITKOWSKI AUTO-SERVICE,Poetów 29,52.3430179,20.9505586985143
"Grzegorz Regulski Przedsiębiorstwo Produkcyjno Usługowo Handlowe ""PIONIER""",Biskupia 12,52.237600099999995,21.122428705737704
KATARZYNA CZUBASZEK,LILIOWA 29M,52.162458349999994,21.186412538746758
"Teresa Kaczmarczyk LABORATORIUM BADAŃ ŚRODOWISKA PRACY ""SONOLUX"" mgr Teresa KACZMARCZYK",Motylkowa 65D,52.20003905,21.150065346110587
Noe Michejda,SŁONKI 9,52.12228225,21.022486674877747
JANUSZ GRZEGORZ MAŃK,Szamocin 12,52.3511412,21.016732860443035
KATARZYNA RAINKA FOTO-STUDIO,SIERPECKA 6,52.2698538,20.9787227
"F.H.U. DOMAR, BOGUSŁAW GAIŃSKI nazwa skrócona: FHU DOMAR",Wełniana 47D,52.131261800000004,21.048908458955225
"PERFEKT PROJEKT S.C. ROBERT JAKACKI, JAROSŁAW KAMIŃSKI",RZĘDZIŃSKA 5,52.2302727,20.920792481649826
Katarzyna Janik,Ostra 8,52.1754664,21.082351755138014
POSITIVON GRZEGORZ FRONCZAK,ul. Białostocka 11/101,52.2536278,21.0364693
Kancelaria Radcy Prawnego Milena Żywiecka,Zegarynki 25a,52.3384752,20.996424082512853
KANCELARIA RADCY PRAWNEGO MGR TADEUSZ POPŁONKOWSKI,os. Osiedle Przyjaźń 101,52.2363621,20.914892397814356
"""Wiesław Olechwierowicz""",Bystrzycka 22,52.1576019,21.2187981785562
DOROTA BAKUŁA,KRUSZYŃSKA 1,52.229746250000005,20.91795815876925
MARTA TKACZYK,Kadetów 66,52.21429175,21.129581677041227
JOLANTA SPADARZEWSKA BOMBONIERKA - wspólnik spółki cywilnej,Krępowieckiego 11B,52.238696950000005,20.9354443
MICHAŁ WIERNICKI VIKING s.c. wspólnik spółki cywilnej,Kostrzyńska 40a,52.18982655,21.078383215341532
Janusz Kubicki KUBIS CONSTRUCTION,ul. Dzielna 64/130,52.245925,20.9911782
Ewelina Łapczyńska,Radecka 3,52.30784895,20.92755522100783
Salon Fryzjerski Agnieszka Włodarczyk,Bukowskiego 7,52.2297774,21.090524562021297
Andrzej Piwowarski NTG - NOWE TECHNOLOGIE GAZOWE - NEW GAS TECHNOLOGIES-NOUVELLES TECHNOLOGIES GAZIERES - A. PIWOWARSKI,Karpacka 12,52.23378965,21.15145538364796
JACEK PACULA MITGASS EXPRES,AFRODYTY 1,52.2488583,20.90776987970279
"DARIUSZ DURANC ""Auto-Duranc"" Duranc Dariusz",Łodygowa 60,52.28575255,21.09524844668988
Tadeusz Dorywalski INDYWIDUALNA  SPECJALISTYCZNA  PRAKTYKA  LEKARSKA  TADEUSZ  ST. DORYWALSKI,Cienista 71,52.210019700000004,21.238223886633826
PAWEŁ ŻRAŁEK CAR SERWIS,OSTRÓDZKA 111,52.31622885,21.05004680610671
JOANNA KĄKOL,Mirska 16,52.2454252,21.132705994806095
MARCIN CIESIELSKI MCM,Boglarczyków 24/c,52.133760699999996,21.057552302
Małgorzata Kaczyńska,Mrówcza 45B,52.1900555,21.16842413446453
Marketing Analytics Boutique Karol Dulęba,ul. Nalewki 5/122,52.2498228,20.9962128
WŁODZIMIERZ CHILIŃSKI,Liczydło 1,52.3133531,20.98070291788922
Jacek Mikulski Zarządzanie Nieruchomościami,Długa 70A,52.2517828,21.19864210130965
BWM DOM Konrad Rutkowski,Objazdowa 14,52.225072749999995,21.212187762636617
Paweł Dytry KANCELARIA RADCY PRAWNEGO PAWEŁ DYTRY,Tęczowa 4,52.24991355,21.215696138370244
MG BAU - Usługi Budowlane Dariusz Gralewski,Kwidzyńska 37,52.212328299999996,21.1545743091692
HANDEL ARTYKUŁAMI PRZEMYSŁOWYMI I USŁUGI KRAWIECKIE AGNIESZKA BUJNOWSKA-MUCHA,Ostródzka 58G,52.30839215,21.05442677799654
